Model,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Car_Age
3 Series,Europe,Grey,Electric,Automatic,3.2,40414,437,Low,6
7 Series,North America,Grey,Hybrid,Automatic,4.7,71265,8833,High,5
3 Series,Europe,White,Diesel,Manual,3.8,127315,2522,Low,2
5 Series,Middle East,Blue,Electric,Automatic,3.0,121611,6844,Low,12
M3,Middle East,Black,Diesel,Manual,4.5,10897,7710,High,12
5 Series,North America,White,Hybrid,Manual,2.2,24728,7732,High,6
X6,South America,Grey,Petrol,Automatic,3.4,68882,7319,High,11
i8,South America,Grey,Hybrid,Automatic,3.3,167514,4918,Low,4
7 Series,Middle East,Blue,Electric,Manual,2.2,29365,4995,Low,0
3 Series,Africa,Silver,Electric,Manual,2.8,35360,5467,Low,7
7 Series,Asia,Grey,Diesel,Manual,1.5,32521,6346,Low,14
7 Series,Middle East,White,Hybrid,Manual,1.6,148997,6080,Low,7
5 Series,Europe,White,Diesel,Automatic,2.6,112934,6990,Low,1
5 Series,North America,White,Hybrid,Manual,3.1,143679,7908,High,1
X5,South America,White,Hybrid,Automatic,4.4,58372,6285,Low,13
5 Series,North America,Grey,Diesel,Automatic,4.8,83031,1278,Low,12
i3,Europe,Blue,Diesel,Manual,3.0,167058,4178,Low,5
3 Series,North America,Red,Hybrid,Automatic,1.5,117895,2816,Low,0
i3,South America,Red,Diesel,Automatic,3.0,143898,537,Low,2
i3,North America,Grey,Petrol,Manual,4.9,14895,4660,Low,12
X6,Africa,Blue,Electric,Manual,2.7,55963,5050,Low,13
X5,Europe,Black,Diesel,Automatic,2.7,197180,7511,High,3
X3,Asia,Grey,Petrol,Manual,3.6,112400,720,Low,9
7 Series,Africa,Silver,Petrol,Manual,2.5,163734,4989,Low,13
X1,Africa,White,Electric,Manual,3.8,169680,6739,Low,4
3 Series,North America,White,Electric,Automatic,2.8,143022,8968,High,4
i8,Asia,Grey,Hybrid,Automatic,3.8,150700,9841,High,14
i3,North America,Blue,Hybrid,Manual,1.9,118740,7088,High,4
3 Series,North America,Silver,Petrol,Manual,4.7,52215,3961,Low,0
7 Series,Africa,Red,Petrol,Automatic,1.8,44458,2737,Low,12
X1,North America,White,Diesel,Manual,2.6,158073,2730,Low,10
i8,Asia,Red,Electric,Manual,3.8,146759,1849,Low,2
M3,North America,Blue,Electric,Manual,4.6,81313,3137,Low,0
M5,Africa,White,Hybrid,Automatic,2.2,59402,5460,Low,12
i3,Asia,Grey,Hybrid,Manual,4.4,80559,9844,High,13
X6,Asia,White,Diesel,Automatic,3.1,91373,8927,High,11
X5,Europe,Blue,Hybrid,Manual,3.7,3105,7681,High,6
M3,South America,Grey,Diesel,Manual,2.3,152114,4853,Low,4
X1,Asia,Silver,Diesel,Automatic,4.5,183507,9076,High,13
3 Series,Middle East,Grey,Diesel,Automatic,3.9,122527,156,Low,11
X5,North America,Blue,Hybrid,Automatic,4.0,54168,471,Low,9
i3,Asia,Black,Electric,Automatic,4.1,102724,3865,Low,10
i3,Middle East,Silver,Diesel,Manual,4.3,96193,9458,High,13
i3,Europe,Grey,Petrol,Manual,4.4,115901,998,Low,0
7 Series,South America,Red,Hybrid,Manual,4.4,87645,3029,Low,11
3 Series,North America,Grey,Hybrid,Automatic,4.3,190790,3335,Low,4
7 Series,Middle East,Silver,Electric,Manual,4.5,166833,2546,Low,12
5 Series,Asia,White,Diesel,Manual,4.1,21661,908,Low,13
X6,South America,Black,Petrol,Manual,4.2,167044,3550,Low,0
X3,Asia,Black,Petrol,Automatic,2.9,92738,1488,Low,10
X3,Middle East,Black,Petrol,Automatic,4.4,107312,9649,High,10
M3,Asia,Blue,Petrol,Automatic,2.4,157608,2222,Low,6
i3,Europe,Black,Diesel,Manual,1.5,67113,4086,Low,2
X6,Middle East,White,Electric,Automatic,2.3,12672,6125,Low,0
3 Series,North America,Silver,Petrol,Manual,1.9,106586,427,Low,10
M5,Middle East,White,Diesel,Manual,3.8,143539,4652,Low,6
X5,North America,Black,Diesel,Automatic,4.2,188296,2071,Low,4
i8,North America,Black,Diesel,Manual,2.9,10896,5865,Low,7
7 Series,Europe,Blue,Diesel,Manual,2.0,183450,4423,Low,11
X1,Middle East,Blue,Diesel,Manual,2.5,136216,7739,High,14
3 Series,South America,Black,Diesel,Manual,2.9,191328,9497,High,1
5 Series,Africa,Silver,Petrol,Automatic,3.9,145878,4872,Low,13
i8,Middle East,Black,Petrol,Manual,2.3,135562,8953,High,10
3 Series,North America,Silver,Diesel,Manual,3.2,173628,2385,Low,11
3 Series,Europe,Black,Electric,Automatic,3.8,90467,2163,Low,2
X6,Africa,Red,Diesel,Automatic,4.4,47121,7344,High,3
i3,North America,Black,Petrol,Automatic,2.8,81108,2026,Low,1
7 Series,South America,White,Electric,Manual,1.6,29563,1375,Low,8
X6,Asia,Red,Petrol,Automatic,4.0,105169,5630,Low,10
M5,Europe,Black,Petrol,Manual,3.6,151214,1669,Low,14
M3,Africa,Grey,Petrol,Manual,4.6,121227,3942,Low,2
3 Series,North America,Blue,Hybrid,Manual,1.6,57494,3509,Low,3
i8,South America,White,Diesel,Manual,2.7,118999,6728,Low,4
5 Series,Europe,Silver,Petrol,Manual,2.8,129024,9123,High,11
5 Series,Europe,White,Electric,Automatic,3.3,110957,6994,Low,0
X6,Middle East,Red,Electric,Manual,1.6,150014,8174,High,4
M3,North America,Silver,Hybrid,Manual,3.3,101522,1011,Low,8
M3,Europe,Red,Diesel,Manual,4.7,26956,754,Low,10
M5,Africa,Grey,Diesel,Manual,3.2,54143,4860,Low,14
X6,Middle East,Silver,Electric,Manual,1.7,161888,2796,Low,8
X5,Middle East,Black,Petrol,Automatic,4.0,70173,8443,High,10
5 Series,North America,White,Diesel,Manual,3.6,96590,5006,Low,14
M5,South America,White,Hybrid,Automatic,2.0,70065,3203,Low,1
X6,Asia,Black,Diesel,Manual,4.7,175653,7973,High,5
i8,South America,Silver,Electric,Manual,3.7,113408,6290,Low,2
7 Series,Europe,Silver,Electric,Manual,1.6,138947,9623,High,13
i8,Europe,Black,Diesel,Manual,4.8,67399,4763,Low,12
5 Series,Europe,White,Electric,Automatic,1.8,85339,2368,Low,13
X1,Africa,Silver,Electric,Manual,3.9,199303,5547,Low,13
X5,South America,Red,Electric,Manual,3.0,29294,2768,Low,6
3 Series,Europe,White,Hybrid,Automatic,2.6,2093,7062,High,4
5 Series,Middle East,Blue,Hybrid,Automatic,3.9,157824,1727,Low,9
X5,North America,Grey,Diesel,Manual,3.6,189910,6503,Low,6
X1,Africa,Blue,Diesel,Automatic,2.0,124962,1614,Low,2
M3,Europe,White,Diesel,Automatic,3.5,152177,1758,Low,0
3 Series,Europe,White,Electric,Automatic,2.2,80511,6026,Low,7
X3,Africa,Grey,Petrol,Automatic,2.0,81545,4401,Low,7
X5,South America,Grey,Petrol,Manual,2.1,42790,707,Low,6
i8,Middle East,Red,Diesel,Automatic,4.4,103954,9076,High,7
5 Series,Europe,Red,Electric,Manual,2.5,191353,3228,Low,14
X1,South America,White,Hybrid,Automatic,2.6,62592,6317,Low,0
i3,Asia,White,Diesel,Automatic,1.9,186848,1911,Low,10
3 Series,Europe,Black,Electric,Automatic,1.6,148423,4239,Low,4
X5,Europe,Silver,Electric,Manual,4.7,103609,8621,High,4
7 Series,Europe,Black,Hybrid,Manual,4.2,70049,9358,High,12
X5,Middle East,Grey,Hybrid,Manual,4.9,125497,5785,Low,6
M5,Europe,Grey,Electric,Automatic,2.0,30874,541,Low,6
3 Series,North America,Black,Hybrid,Automatic,2.3,86662,980,Low,11
X3,North America,Grey,Hybrid,Manual,4.6,113583,7730,High,14
X1,Middle East,Red,Hybrid,Manual,4.2,169792,9825,High,6
M3,North America,Blue,Diesel,Automatic,1.8,193914,4027,Low,1
X6,North America,Black,Petrol,Automatic,1.8,123906,610,Low,2
X5,Africa,Silver,Petrol,Automatic,1.9,14988,4414,Low,6
X3,Asia,Blue,Petrol,Manual,3.3,85562,5455,Low,7
X3,North America,Silver,Hybrid,Manual,3.1,72588,6269,Low,5
X6,South America,Grey,Hybrid,Manual,2.3,15246,1676,Low,9
i8,Middle East,Red,Petrol,Automatic,4.0,36865,5808,Low,9
X5,South America,White,Electric,Automatic,3.5,127759,779,Low,7
X1,South America,Silver,Petrol,Automatic,2.2,154255,8854,High,13
M3,Middle East,Grey,Electric,Manual,4.4,2127,7861,High,7
X5,South America,Silver,Electric,Manual,2.7,22200,9615,High,9
3 Series,Europe,Black,Hybrid,Manual,4.7,180354,2386,Low,3
M5,Asia,Black,Petrol,Manual,4.5,107186,2499,Low,9
M3,North America,Black,Hybrid,Automatic,3.6,55583,5253,Low,12
M5,Europe,Blue,Petrol,Automatic,4.5,164001,653,Low,3
X1,Europe,Grey,Hybrid,Manual,3.3,116568,9032,High,4
i8,Middle East,Silver,Electric,Manual,1.6,100727,1082,Low,0
M5,Africa,Black,Petrol,Manual,2.4,62856,7582,High,2
i3,Africa,Red,Hybrid,Manual,4.5,193361,8180,High,12
3 Series,Europe,Silver,Diesel,Manual,4.6,150398,5379,Low,12
i3,North America,Silver,Hybrid,Manual,4.6,113703,3950,Low,7
3 Series,South America,Red,Diesel,Automatic,3.7,134150,4961,Low,3
i8,Africa,Grey,Diesel,Manual,4.3,39771,754,Low,9
i8,Europe,White,Petrol,Automatic,2.6,128574,8352,High,9
X1,Middle East,Red,Electric,Manual,4.5,66287,2386,Low,3
i8,North America,White,Hybrid,Automatic,4.2,160345,1897,Low,8
M3,North America,Silver,Hybrid,Automatic,2.5,53125,4299,Low,6
M3,Africa,Black,Hybrid,Manual,3.0,149298,793,Low,11
7 Series,Asia,Black,Petrol,Manual,1.5,136481,9078,High,8
M3,Africa,Red,Hybrid,Manual,2.2,132912,8923,High,14
M3,Africa,Silver,Petrol,Manual,4.7,59572,3114,Low,7
X6,Europe,Silver,Petrol,Manual,4.3,64033,9785,High,0
7 Series,North America,Black,Electric,Automatic,4.3,74210,9513,High,10
3 Series,Africa,Grey,Electric,Automatic,4.5,166454,4111,Low,8
i8,South America,Red,Hybrid,Manual,5.0,92663,1859,Low,0
3 Series,Africa,Black,Diesel,Manual,2.4,168031,3599,Low,9
M5,Middle East,Red,Electric,Automatic,2.7,53123,8249,High,8
M3,North America,Black,Petrol,Automatic,4.4,130126,9647,High,11
M3,Middle East,Black,Hybrid,Manual,1.9,46657,4819,Low,3
5 Series,North America,Red,Petrol,Manual,4.0,146572,6269,Low,4
5 Series,Asia,Black,Diesel,Automatic,3.5,133836,9087,High,3
X6,South America,Black,Hybrid,Automatic,2.3,149946,5588,Low,2
7 Series,North America,Red,Hybrid,Automatic,4.9,151175,4233,Low,4
3 Series,Africa,Red,Hybrid,Automatic,4.9,8657,4567,Low,14
M5,Africa,Silver,Diesel,Automatic,3.8,79655,3075,Low,8
X3,Europe,White,Diesel,Automatic,2.1,116933,1344,Low,4
X6,North America,Silver,Electric,Automatic,2.2,164127,587,Low,5
5 Series,North America,Grey,Electric,Automatic,4.5,43995,1166,Low,2
M5,Asia,Silver,Diesel,Automatic,2.7,15910,8155,High,3
X6,South America,Silver,Diesel,Manual,4.2,130788,8266,High,14
M5,North America,White,Electric,Manual,2.0,102228,2348,Low,4
i8,Europe,Silver,Petrol,Automatic,2.1,53641,8274,High,12
X6,South America,Black,Diesel,Manual,3.8,43236,9437,High,10
i3,Europe,Blue,Petrol,Automatic,4.2,151780,4862,Low,0
X6,Europe,Grey,Diesel,Automatic,3.6,17159,2930,Low,13
M5,Asia,Silver,Petrol,Automatic,4.3,146276,1671,Low,3
X1,South America,Grey,Electric,Automatic,2.6,74993,1384,Low,0
X3,South America,Blue,Diesel,Manual,2.1,126244,6125,Low,8
7 Series,South America,Red,Electric,Manual,3.7,34869,4732,Low,13
i3,Europe,Grey,Electric,Automatic,2.4,172597,1869,Low,7
i3,Middle East,Silver,Hybrid,Automatic,3.5,112930,4299,Low,10
5 Series,South America,White,Diesel,Manual,2.2,162685,4688,Low,2
M3,Africa,Blue,Electric,Manual,3.5,30776,3814,Low,2
X5,Middle East,Red,Electric,Manual,1.9,45313,7884,High,6
i3,Asia,White,Hybrid,Automatic,3.5,28298,6600,Low,12
5 Series,Asia,Black,Diesel,Automatic,3.9,135331,4320,Low,5
X3,Middle East,Blue,Electric,Manual,3.3,37769,4490,Low,12
M5,Asia,Red,Petrol,Automatic,4.4,176494,4781,Low,6
3 Series,Africa,Red,Petrol,Manual,3.7,65903,5382,Low,2
i3,Europe,Grey,Diesel,Automatic,2.0,129729,7406,High,14
X6,Asia,Red,Electric,Manual,1.6,177691,8538,High,6
X1,Asia,Red,Hybrid,Manual,4.9,169739,8129,High,7
M3,North America,Red,Petrol,Manual,4.3,199669,5223,Low,11
5 Series,Asia,Black,Electric,Automatic,4.8,8108,3675,Low,14
i8,North America,Red,Diesel,Manual,4.0,106695,9876,High,10
X6,Europe,Blue,Petrol,Manual,1.9,123549,1537,Low,0
X6,North America,Grey,Hybrid,Manual,5.0,35806,8727,High,14
X6,South America,Black,Diesel,Manual,3.9,195562,7249,High,11
X6,North America,Grey,Diesel,Manual,4.6,130719,3618,Low,5
5 Series,Asia,Silver,Electric,Automatic,4.4,63351,3090,Low,0
M3,South America,Black,Electric,Automatic,4.8,108012,7004,High,2
i3,Europe,Grey,Petrol,Automatic,1.5,50806,735,Low,4
M5,South America,Blue,Electric,Manual,1.7,119981,9158,High,14
X1,Asia,Blue,Hybrid,Manual,4.5,110433,4400,Low,3
X6,Middle East,Blue,Electric,Automatic,3.9,194160,8418,High,5
X1,South America,Grey,Electric,Automatic,1.6,101442,3809,Low,7
X6,North America,Black,Diesel,Automatic,1.6,132805,4922,Low,2
X5,South America,Grey,Electric,Manual,4.8,135467,4780,Low,14
7 Series,Europe,Silver,Hybrid,Automatic,4.7,154147,1772,Low,1
X6,Europe,Silver,Hybrid,Manual,3.4,93746,5573,Low,1
X6,Europe,Black,Petrol,Automatic,3.0,143332,9670,High,5
X3,North America,White,Electric,Manual,4.2,35483,7920,High,1
X5,Asia,Black,Hybrid,Manual,3.2,142865,9909,High,1
M5,South America,Black,Petrol,Manual,4.6,48501,6647,Low,14
3 Series,Africa,Grey,Hybrid,Manual,4.0,111677,6315,Low,5
3 Series,Asia,Blue,Petrol,Manual,4.3,64127,2288,Low,2
X6,South America,Grey,Petrol,Automatic,3.6,165943,5719,Low,2
7 Series,Middle East,Red,Diesel,Manual,2.1,41542,6447,Low,2
i3,Africa,Black,Diesel,Automatic,4.0,12248,2370,Low,9
X5,North America,Silver,Petrol,Automatic,1.9,20946,7923,High,7
M5,Europe,White,Electric,Automatic,3.5,173333,1725,Low,5
X3,Africa,Red,Hybrid,Automatic,4.4,23685,2788,Low,9
i3,Asia,Blue,Petrol,Automatic,1.5,140030,4255,Low,8
X3,Asia,Grey,Electric,Automatic,2.4,103684,4133,Low,10
M5,Africa,Grey,Electric,Automatic,2.0,183660,5628,Low,10
3 Series,South America,Red,Petrol,Manual,2.5,134587,8828,High,8
X5,Europe,White,Electric,Manual,2.2,1816,5022,Low,3
M3,North America,Grey,Hybrid,Automatic,4.1,165096,4071,Low,13
7 Series,Europe,Red,Hybrid,Automatic,3.4,148288,7932,High,11
X5,South America,Blue,Diesel,Manual,4.2,177515,2658,Low,8
M5,Asia,Black,Hybrid,Manual,4.7,173264,2343,Low,6
3 Series,Europe,Blue,Diesel,Manual,4.9,128393,5203,Low,8
X6,Asia,Black,Electric,Manual,2.4,79500,9894,High,5
X5,South America,Black,Hybrid,Manual,2.0,197228,3906,Low,10
i8,Europe,Red,Hybrid,Automatic,3.6,189914,5056,Low,8
X5,Africa,Silver,Diesel,Manual,3.5,127634,9918,High,12
X5,Middle East,Red,Petrol,Manual,3.6,42374,4227,Low,12
X6,South America,White,Hybrid,Automatic,4.8,188389,3600,Low,5
M5,South America,Silver,Diesel,Automatic,4.6,155927,5850,Low,7
M5,North America,Grey,Electric,Manual,4.0,29853,7262,High,3
5 Series,Europe,Blue,Electric,Manual,3.1,66130,2591,Low,5
7 Series,Asia,Red,Diesel,Automatic,3.2,187505,2345,Low,1
i3,Middle East,Blue,Petrol,Manual,2.2,100009,2325,Low,7
M5,Europe,White,Diesel,Manual,3.2,10779,6341,Low,0
X6,North America,White,Petrol,Manual,4.0,156925,9921,High,6
3 Series,Asia,Red,Electric,Automatic,4.7,3070,3615,Low,4
X1,Europe,Blue,Diesel,Manual,4.6,16562,1926,Low,5
i3,South America,Red,Hybrid,Automatic,4.3,139423,5343,Low,11
i3,Europe,Silver,Petrol,Automatic,1.7,291,974,Low,13
7 Series,North America,Red,Petrol,Manual,2.2,102469,3710,Low,9
7 Series,Asia,Grey,Hybrid,Automatic,1.7,122610,7429,High,7
7 Series,Europe,Blue,Hybrid,Manual,2.4,47085,2017,Low,11
i3,South America,Red,Electric,Manual,5.0,188755,6877,Low,9
M5,Europe,Blue,Petrol,Automatic,4.0,134346,5161,Low,11
i8,Africa,White,Hybrid,Automatic,3.8,167745,5681,Low,1
X6,Middle East,White,Hybrid,Manual,3.4,63195,3246,Low,2
M3,Asia,Grey,Electric,Manual,1.6,165452,697,Low,5
X6,Africa,White,Hybrid,Automatic,1.9,102996,4973,Low,10
X1,North America,Grey,Diesel,Automatic,2.7,131606,9399,High,0
X5,North America,Black,Petrol,Manual,2.9,12201,4844,Low,6
i3,Africa,Black,Hybrid,Automatic,2.5,124993,6433,Low,11
i3,Middle East,Red,Electric,Manual,3.6,57943,4036,Low,8
M5,Europe,White,Hybrid,Automatic,4.5,174166,547,Low,3
X6,South America,Grey,Diesel,Manual,3.5,167697,7109,High,2
3 Series,Europe,Blue,Diesel,Automatic,1.9,135414,9236,High,2
3 Series,North America,White,Diesel,Manual,4.0,17211,7441,High,9
i8,North America,Grey,Hybrid,Manual,4.0,52399,5612,Low,5
3 Series,South America,Blue,Electric,Manual,4.8,144140,3168,Low,0
X5,North America,Black,Hybrid,Manual,4.9,120494,8963,High,1
M3,Africa,Grey,Hybrid,Manual,4.9,48878,7784,High,5
X3,Africa,Grey,Petrol,Automatic,1.8,92315,4239,Low,1
i3,South America,Silver,Electric,Manual,4.2,119620,3881,Low,3
i8,Europe,Black,Electric,Automatic,2.2,91651,7060,High,1
X1,Asia,Black,Petrol,Manual,4.0,129310,3663,Low,10
X1,South America,Black,Hybrid,Automatic,2.5,73883,744,Low,3
5 Series,Asia,Silver,Petrol,Automatic,2.2,100967,3075,Low,9
X6,Europe,Black,Electric,Manual,3.4,119319,8293,High,4
7 Series,South America,White,Diesel,Manual,4.5,26389,5816,Low,13
M3,Middle East,White,Diesel,Automatic,3.1,84225,1943,Low,8
3 Series,Asia,Grey,Electric,Automatic,3.1,177091,3517,Low,1
X1,Asia,Black,Diesel,Manual,3.2,163711,6202,Low,0
i8,North America,Red,Hybrid,Manual,4.0,69421,2270,Low,1
X6,Europe,Silver,Electric,Automatic,4.5,12336,4092,Low,14
7 Series,Middle East,Red,Diesel,Manual,3.2,124446,2892,Low,0
X6,North America,Black,Diesel,Manual,4.8,182732,5421,Low,10
5 Series,North America,Red,Electric,Automatic,3.6,111634,5336,Low,12
M5,Asia,Black,Hybrid,Manual,1.5,159828,5544,Low,2
M5,South America,Black,Electric,Manual,2.0,31072,9959,High,12
i8,North America,Silver,Electric,Manual,3.1,163977,8111,High,9
7 Series,Asia,Grey,Electric,Automatic,3.5,153732,287,Low,4
X3,Asia,Blue,Petrol,Automatic,2.9,87564,5141,Low,1
3 Series,North America,Silver,Electric,Manual,3.0,75800,2065,Low,6
M3,South America,Black,Hybrid,Automatic,4.9,30858,893,Low,2
M3,Middle East,Blue,Electric,Manual,1.9,34459,8472,High,6
M5,Middle East,Black,Diesel,Manual,3.4,186329,5260,Low,2
3 Series,South America,Black,Diesel,Automatic,3.2,130781,6417,Low,11
7 Series,Asia,Red,Hybrid,Manual,2.7,60573,2596,Low,6
7 Series,North America,Grey,Electric,Manual,3.7,157727,809,Low,5
X1,North America,White,Electric,Manual,4.4,95995,5062,Low,11
3 Series,North America,Silver,Electric,Automatic,1.9,37193,2005,Low,10
5 Series,Europe,Grey,Diesel,Manual,4.9,75162,7866,High,6
X6,North America,Red,Diesel,Manual,3.2,70672,251,Low,14
X5,Asia,Grey,Diesel,Manual,3.3,166326,8585,High,6
i8,North America,Black,Petrol,Automatic,4.3,30817,5999,Low,8
5 Series,Europe,Silver,Electric,Automatic,3.7,122470,6360,Low,10
X6,South America,Black,Electric,Automatic,4.7,196256,5326,Low,0
5 Series,Africa,Black,Electric,Manual,3.4,35433,3920,Low,3
M5,Africa,Grey,Electric,Manual,3.5,144298,2249,Low,0
3 Series,Asia,Grey,Hybrid,Automatic,3.5,61900,9063,High,7
i3,South America,Grey,Diesel,Manual,3.1,62878,8190,High,9
M5,South America,White,Hybrid,Automatic,4.3,47132,9032,High,14
3 Series,Europe,White,Petrol,Manual,3.3,89983,5225,Low,0
M3,Asia,White,Petrol,Manual,4.4,27657,6789,Low,13
M5,Africa,Black,Diesel,Manual,2.2,54897,9300,High,7
X3,North America,Red,Petrol,Automatic,4.7,132964,942,Low,5
X5,Middle East,Red,Petrol,Automatic,1.9,77805,5646,Low,10
X6,Europe,Red,Electric,Manual,3.8,73057,4909,Low,14
X5,South America,White,Diesel,Manual,2.9,19588,8318,High,6
M3,Asia,Blue,Petrol,Manual,4.1,167781,7993,High,1
i3,North America,Grey,Electric,Manual,4.7,160610,7189,High,8
X5,Asia,Black,Petrol,Automatic,2.7,53184,8666,High,12
M5,Middle East,Silver,Electric,Automatic,2.0,8053,494,Low,12
i8,North America,White,Diesel,Manual,4.6,107927,6702,Low,1
i8,North America,Black,Diesel,Manual,3.3,69714,3642,Low,6
i3,Africa,Grey,Petrol,Manual,1.5,55987,7713,High,9
i3,North America,Black,Electric,Manual,4.6,64462,1409,Low,9
3 Series,Europe,Grey,Hybrid,Automatic,3.1,165441,9476,High,1
X6,South America,White,Petrol,Automatic,3.0,30578,6751,Low,0
M5,South America,Blue,Electric,Automatic,2.9,82909,5723,Low,9
X5,South America,Silver,Hybrid,Manual,4.1,175396,8416,High,3
X5,North America,Silver,Electric,Manual,1.7,18069,8562,High,8
M5,Europe,Silver,Electric,Automatic,2.3,34334,5788,Low,5
X1,North America,Black,Electric,Automatic,1.9,165569,8400,High,13
M3,North America,Red,Diesel,Automatic,1.9,192511,8656,High,10
5 Series,North America,White,Hybrid,Automatic,2.8,164600,944,Low,12
3 Series,Europe,Grey,Electric,Automatic,4.8,148641,6657,Low,12
X6,Asia,Red,Diesel,Automatic,3.0,166545,7833,High,9
M3,North America,Black,Electric,Manual,4.9,76018,2983,Low,11
5 Series,Africa,White,Electric,Manual,1.8,40496,278,Low,8
X6,North America,Red,Petrol,Manual,3.6,173129,763,Low,9
5 Series,Asia,White,Petrol,Automatic,1.9,96922,419,Low,8
X3,Africa,Silver,Diesel,Manual,4.3,13606,3327,Low,1
7 Series,South America,Black,Diesel,Manual,3.7,85160,1419,Low,14
X6,North America,Silver,Diesel,Automatic,3.7,169012,1706,Low,6
3 Series,South America,Silver,Electric,Automatic,3.6,49354,3908,Low,8
X6,Africa,Blue,Hybrid,Automatic,3.5,1698,5399,Low,14
7 Series,Africa,Grey,Hybrid,Manual,3.3,38080,5674,Low,2
X3,Asia,Red,Hybrid,Automatic,2.2,36883,9200,High,7
X3,Middle East,Silver,Petrol,Manual,3.9,13146,9843,High,0
X3,Middle East,Red,Electric,Automatic,3.5,81796,5261,Low,2
i3,Europe,White,Petrol,Manual,2.3,43161,3758,Low,12
M5,Middle East,Red,Electric,Manual,3.2,85107,8717,High,7
X1,North America,Silver,Hybrid,Manual,2.6,88602,8403,High,11
5 Series,Europe,Black,Hybrid,Automatic,3.6,36382,3524,Low,8
5 Series,Middle East,Grey,Hybrid,Automatic,2.8,193667,4006,Low,1
X1,Africa,Silver,Electric,Automatic,3.5,154953,8894,High,6
7 Series,North America,Silver,Hybrid,Automatic,4.2,115331,9378,High,4
X5,South America,Blue,Electric,Manual,1.8,54065,7823,High,6
5 Series,Asia,Blue,Electric,Automatic,3.9,89812,2872,Low,11
X1,Africa,Blue,Hybrid,Automatic,2.1,150556,1123,Low,2
3 Series,Middle East,White,Petrol,Automatic,2.7,27412,5260,Low,5
M3,Middle East,White,Diesel,Manual,2.6,186816,3337,Low,4
i3,Africa,Black,Hybrid,Manual,2.1,74359,2640,Low,4
7 Series,Middle East,Blue,Electric,Automatic,2.8,148579,1953,Low,8
M5,South America,Red,Electric,Automatic,2.8,92357,6295,Low,10
5 Series,Asia,White,Hybrid,Manual,1.7,105795,9016,High,14
X1,Asia,Red,Electric,Automatic,4.9,142304,3613,Low,0
5 Series,Europe,Silver,Hybrid,Automatic,1.8,20125,3207,Low,10
X1,Middle East,Red,Petrol,Manual,4.7,152583,9283,High,8
M3,North America,Red,Petrol,Manual,2.2,85001,1304,Low,3
X6,Europe,White,Hybrid,Manual,2.1,193467,5435,Low,14
i8,South America,Silver,Petrol,Manual,2.2,81035,4600,Low,2
3 Series,Asia,Black,Diesel,Automatic,1.9,193737,8661,High,7
i8,North America,Silver,Electric,Automatic,5.0,4322,295,Low,14
X6,North America,White,Electric,Automatic,4.8,5599,7755,High,1
i8,Asia,Red,Hybrid,Automatic,4.9,89335,3604,Low,11
X6,North America,White,Electric,Manual,2.8,30044,2732,Low,5
5 Series,Asia,Silver,Electric,Automatic,3.9,155001,4524,Low,11
M3,Europe,Red,Petrol,Manual,4.5,111179,5755,Low,0
5 Series,South America,Blue,Petrol,Automatic,2.1,54550,7296,High,7
5 Series,South America,Black,Petrol,Manual,4.0,146569,7297,High,13
